session_id,customer_id,start_dttm,finish_dttm,device_name
85,3730827,2022-10-04 03:42:48,2022-10-04 18:46:13,Windows
86,9963256,2020-11-02 09:38:30,2020-11-03 01:34:24,iOS
87,5932958,2021-06-09 20:27:51,2021-06-10 19:56:52,MacOS
88,7946166,2022-06-17 23:59:30,2022-06-18 02:21:31,iOS
89,4061505,2020-03-29 02:54:03,2020-03-30 10:39:35,Android
90,5511796,2020-12-21 15:01:46,2020-12-23 01:51:19,Ubuntu
91,3258133,2020-02-24 10:26:14,2020-02-25 21:44:17,MacOS
92,5126609,2020-07-24 02:48:05,2020-07-25 09:24:48,Android
93,9785684,2023-03-11 23:01:49,2023-03-12 04:42:04,MacOS
94,6740090,2020-01-28 15:06:57,2020-01-28 16:57:30,iOS
95,9970004,2022-09-25 21:17:42,2022-09-26 03:08:18,Android
96,3320234,2020-12-18 04:03:10,2020-12-18 19:38:13,Android
97,9444547,2021-02-26 16:07:35,2021-02-27 14:29:13,Ubuntu
98,3602877,2021-11-15 02:00:45,2021-11-16 10:08:59,Ubuntu
99,8731299,2022-06-09 22:38:18,2022-06-10 13:46:00,MacOS
100,7946166,2022-06-17 01:46:39,2022-06-17 19:43:17,Windows
101,6022622,2023-03-13 23:28:06,2023-03-14 23:08:01,MacOS
102,9484200,2020-12-10 12:43:33,2020-12-11 13:34:16,Windows
103,2546847,2021-11-07 08:07:40,2021-11-07 16:38:05,Ubuntu
104,3112132,2020-10-16 09:45:46,2020-10-16 21:04:38,Android
105,1916207,2022-01-02 22:27:34,2022-01-03 21:44:12,Android
106,9949746,2020-01-13 23:08:01,2020-01-14 23:18:50,Windows
107,6371316,2020-08-25 13:58:23,2020-08-26 06:50:25,MacOS
108,9020769,2021-12-01 03:53:55,2021-12-02 12:25:52,MacOS
109,9841663,2020-07-27 08:46:10,2020-07-28 18:29:04,MacOS
110,9444547,2021-02-26 12:47:32,2021-02-27 05:30:40,iOS
111,7862603,2023-02-22 15:05:04,2023-02-23 13:40:39,Android
112,1825752,2023-02-06 10:17:07,2023-02-07 05:52:52,MacOS
113,2437302,2023-01-19 17:37:59,2023-01-20 10:05:44,Ubuntu
114,2407002,2020-06-07 10:52:12,2020-06-08 20:33:17,Android
115,8195073,2022-02-19 06:08:44,2022-02-20 16:47:35,Ubuntu
116,9565866,2020-11-08 11:52:28,2020-11-09 22:30:00,MacOS
117,2740696,2020-11-29 18:46:07,2020-11-30 15:33:10,Windows
118,4645602,2021-06-03 12:25:35,2021-06-04 07:38:40,MacOS
119,3863105,2020-07-10 06:54:14,2020-07-10 11:33:10,iOS
120,581451,2021-02-28 18:37:43,2021-03-02 04:02:36,Android
121,1678715,2021-07-11 09:26:45,2021-07-12 12:19:45,MacOS
122,1908237,2022-06-16 20:21:57,2022-06-17 12:17:42,iOS
123,106946,2022-07-21 04:15:28,2022-07-21 19:05:01,MacOS
124,7244925,2022-07-20 18:18:05,2022-07-21 21:53:05,Android
125,9671215,2020-04-23 07:38:01,2020-04-23 17:30:56,iOS
126,4645602,2021-06-03 20:41:25,2021-06-04 18:41:01,MacOS
127,5132474,2020-08-31 00:20:46,2020-08-31 05:12:46,Android
128,9090105,2021-04-28 20:23:52,2021-04-30 07:06:34,iOS
129,3730827,2022-10-04 04:39:39,2022-10-05 10:59:50,Android
130,3933211,2021-07-11 19:31:59,2021-07-12 07:45:37,Android
131,4808420,2020-04-19 06:17:20,2020-04-20 17:28:26,Android
132,3287460,2021-10-17 13:28:45,2021-10-17 17:50:53,Ubuntu
133,712982,2022-04-16 13:36:26,2022-04-16 23:19:56,MacOS
134,7253873,2022-09-08 05:10:14,2022-09-09 05:59:21,Android
135,6550808,2021-10-16 16:21:58,2021-10-16 17:28:58,MacOS
136,8596601,2020-09-12 20:13:22,2020-09-12 22:10:32,Ubuntu
137,4494818,2020-10-16 15:48:43,2020-10-17 20:12:36,iOS
138,9399964,2021-09-07 19:49:36,2021-09-09 00:58:07,Windows
139,3591982,2021-12-28 18:43:22,2021-12-29 16:23:33,Android
140,8591362,2020-12-22 17:09:07,2020-12-22 22:00:01,MacOS
141,2437302,2023-01-19 05:24:20,2023-01-19 15:36:22,Windows
142,7586335,2021-11-26 08:15:19,2021-11-26 08:39:25,MacOS
143,687924,2022-07-14 10:06:26,2022-07-14 21:32:16,MacOS
144,1291926,2020-09-29 11:55:25,2020-09-29 12:44:27,Android
145,207098,2020-03-27 13:55:54,2020-03-28 09:24:51,iOS
146,1698098,2022-11-07 09:26:08,2022-11-08 06:12:10,Windows
147,7340071,2021-11-14 03:08:24,2021-11-15 05:51:40,Android
148,288916,2021-02-14 17:14:23,2021-02-15 07:35:10,Android
149,6803453,2020-06-07 06:48:09,2020-06-07 22:07:22,iOS
150,7299432,2021-09-20 06:03:43,2021-09-20 11:20:16,Ubuntu
151,816871,2021-04-01 09:53:32,2021-04-02 00:26:19,Android
152,4376295,2021-04-07 19:38:51,2021-04-08 20:39:45,Windows
153,3704618,2020-10-03 07:41:13,2020-10-04 07:02:00,MacOS
154,7601333,2020-02-27 12:36:48,2020-02-28 19:54:57,Ubuntu
155,2841676,2023-02-24 02:23:17,2023-02-24 21:01:36,iOS
156,3581230,2020-11-26 03:33:46,2020-11-27 10:13:30,Windows
157,1469502,2023-02-13 17:02:25,2023-02-15 01:43:32,Android
158,7728365,2022-02-14 18:45:28,2022-02-15 08:21:32,Android
159,3973617,2022-08-15 15:52:14,2022-08-15 19:41:47,MacOS
160,3340564,2022-08-25 22:23:45,2022-08-26 13:24:19,Ubuntu
161,983084,2023-02-20 10:33:27,2023-02-21 06:21:49,MacOS
162,7141004,2020-01-31 14:01:02,2020-02-01 00:19:41,Android
163,9603222,2021-10-12 10:58:32,2021-10-13 08:47:49,Android
164,1125538,2021-11-07 07:35:04,2021-11-07 10:56:52,Android
165,6139190,2021-10-28 19:42:57,2021-10-28 22:57:51,MacOS
166,7776169,2022-12-19 21:57:16,2022-12-21 04:24:29,Android
167,7601333,2020-02-27 18:54:40,2020-02-28 02:22:40,Windows
168,3164033,2020-08-06 16:43:01,2020-08-07 14:16:56,Windows
169,1860821,2021-10-10 08:04:50,2021-10-11 14:21:58,Ubuntu
170,3704618,2020-10-03 08:11:03,2020-10-03 12:57:58,Windows
171,1291926,2020-09-29 15:42:29,2020-09-30 16:59:12,MacOS
172,3205971,2020-11-17 23:20:41,2020-11-18 09:43:17,iOS
173,1644687,2020-11-26 07:29:05,2020-11-27 02:28:07,Ubuntu
174,4259101,2020-03-28 09:43:27,2020-03-29 01:44:07,Windows
175,2903945,2021-04-15 05:51:39,2021-04-16 13:06:51,Windows
176,3210571,2022-07-03 11:00:57,2022-07-04 07:52:12,Android
177,4641043,2020-03-21 20:04:57,2020-03-22 18:43:44,iOS
178,9000964,2020-09-04 18:04:00,2020-09-05 03:50:49,Windows
179,8475573,2021-09-20 12:30:51,2021-09-21 11:32:39,Windows
180,8042250,2020-09-12 15:19:41,2020-09-13 23:32:19,Android
181,4036724,2021-06-18 20:07:07,2021-06-18 23:14:25,MacOS
182,2522296,2023-02-10 16:54:26,2023-02-11 01:41:26,Android
183,6888217,2022-05-05 13:58:02,2022-05-05 18:57:14,MacOS
184,948334,2020-02-16 23:27:50,2020-02-17 11:27:37,MacOS
185,9530444,2023-04-15 16:02:00,2023-04-16 01:38:35,Android
186,7299432,2021-09-20 10:38:48,2021-09-21 00:16:27,Ubuntu
187,8857342,2022-07-24 19:24:50,2022-07-25 11:28:18,MacOS
188,4350633,2021-09-11 07:13:22,2021-09-11 07:34:19,MacOS
189,1082513,2022-10-14 06:26:38,2022-10-14 07:51:45,iOS
190,9517861,2022-09-09 22:14:25,2022-09-10 12:52:36,Ubuntu
191,3210571,2022-07-03 15:57:08,2022-07-04 14:21:11,Windows
192,1757142,2021-03-25 21:05:02,2021-03-27 00:37:07,iOS
193,1086528,2022-10-18 22:39:06,2022-10-20 04:47:08,Android
194,9983236,2022-08-28 08:17:18,2022-08-28 19:29:22,iOS
195,113347,2023-01-21 18:27:18,2023-01-21 23:59:16,Ubuntu
196,563853,2020-07-10 06:47:16,2020-07-10 22:10:01,Ubuntu
197,4147806,2021-10-28 03:36:56,2021-10-28 08:27:21,Android
198,5603214,2022-09-27 21:26:19,2022-09-28 11:30:06,Ubuntu
199,4641043,2020-03-21 10:19:50,2020-03-22 17:03:06,iOS
200,4200162,2022-05-01 11:16:52,2022-05-01 22:55:21,Windows
201,6809972,2020-09-04 04:46:20,2020-09-05 02:34:26,Ubuntu
202,8793286,2023-03-07 21:23:58,2023-03-09 05:13:21,Windows
203,4037291,2021-04-02 23:19:46,2021-04-04 03:28:32,iOS
204,7382995,2020-08-03 11:07:43,2020-08-03 19:11:04,Ubuntu
205,8828130,2020-02-01 19:35:42,2020-02-02 13:52:41,Ubuntu
206,3277864,2020-05-12 02:23:03,2020-05-12 18:19:45,Ubuntu
207,2951321,2020-01-27 01:39:10,2020-01-27 03:20:47,MacOS
208,8343389,2020-12-12 11:43:48,2020-12-13 08:05:30,MacOS
209,2516946,2022-03-23 14:00:19,2022-03-23 16:36:00,Windows
210,2769270,2020-12-05 05:15:20,2020-12-06 16:18:27,Ubuntu
211,8860090,2022-11-02 19:12:31,2022-11-03 08:43:21,Windows
212,9949746,2020-01-13 16:04:33,2020-01-14 02:33:32,MacOS
213,3581230,2020-11-26 07:54:25,2020-11-26 18:50:44,Android
214,3269950,,,Windows
215,8334540,2021-01-14 14:17:20,2021-01-14 18:02:03,Windows
216,8919009,2020-08-08 03:29:41,2020-08-09 02:29:36,Android
217,6022622,2023-03-13 01:01:11,2023-03-13 08:05:44,iOS
218,3320234,2020-12-18 05:46:05,2020-12-19 07:32:40,MacOS
219,3847672,2021-02-08 10:18:21,2021-02-09 01:41:55,Android
220,2841676,2023-02-24 13:04:16,2023-02-25 10:26:29,MacOS
221,818921,2021-02-07 08:25:01,2021-02-08 13:39:05,Windows
222,1759350,2020-06-05 04:34:28,2020-06-05 12:17:53,Android
223,2491745,2021-03-12 20:54:46,2021-03-12 21:22:54,MacOS
224,6139190,2021-10-28 22:10:21,2021-10-29 12:47:30,Windows
225,6811586,2022-11-07 11:54:12,2022-11-08 12:20:49,Ubuntu
226,2769270,2020-12-05 18:40:57,2020-12-06 14:24:52,Windows
227,1388281,2021-03-23 19:45:45,2021-03-24 09:25:49,iOS
228,2769270,2020-12-05 12:17:52,2020-12-06 02:01:39,MacOS
229,6276862,2021-11-03 17:18:56,2021-11-04 07:42:31,Android
230,4631776,2023-02-02 07:36:43,2023-02-03 09:24:28,iOS
231,2996899,2021-11-19 06:39:13,2021-11-19 09:31:42,iOS
232,2181414,2021-06-06 05:04:33,2021-06-07 09:10:05,Android
233,3730827,2022-10-04 02:14:14,2022-10-04 13:47:41,Ubuntu
234,1918693,2021-08-20 00:02:55,2021-08-20 06:44:04,Windows
235,9603222,2021-10-12 08:43:30,2021-10-13 09:24:25,iOS
236,4147806,2021-10-28 05:14:09,2021-10-28 07:07:56,Android
237,9020769,2021-12-01 09:43:49,2021-12-02 18:33:54,Android
238,7522060,2021-05-02 16:01:22,2021-05-03 03:45:47,iOS
239,1072587,2022-04-12 14:36:21,2022-04-13 05:31:00,Windows
240,4659372,2022-01-21 21:28:22,2022-01-22 10:24:41,MacOS
241,4808420,2020-04-19 21:10:47,2020-04-20 22:12:20,Windows
242,1759350,2020-06-05 17:34:13,2020-06-06 04:43:01,MacOS
243,8131696,2022-07-26 01:58:26,2022-07-27 03:47:04,Android
244,7382995,2020-08-03 00:46:31,2020-08-04 05:13:25,Ubuntu
245,4374148,2020-01-08 01:01:10,2020-01-09 06:58:23,iOS
246,8857342,2022-07-24 00:14:25,2022-07-24 17:05:22,Ubuntu
247,553536,2021-08-02 04:12:44,2021-08-02 20:51:24,Windows
248,8494844,2022-09-16 08:01:18,2022-09-16 20:21:23,Windows
249,6022622,2023-03-13 09:34:01,2023-03-13 19:14:41,Windows
250,8064579,2021-02-25 22:19:57,2021-02-27 09:05:21,Ubuntu
251,2565819,2021-08-06 20:58:18,2021-08-08 06:44:14,Ubuntu
252,9851599,2023-03-23 08:36:27,2023-03-24 18:25:50,Android
253,2840310,2020-10-11 22:08:55,2020-10-12 17:07:12,iOS
254,3344608,2021-02-17 23:40:59,2021-02-18 11:27:47,Android
255,8317488,2021-09-20 10:09:12,2021-09-21 09:21:39,Android
256,7000636,2022-11-14 09:56:37,2022-11-14 16:25:17,Windows
257,5893207,2021-08-11 12:33:38,2021-08-12 13:55:57,MacOS
258,4090948,2022-07-21 18:29:26,2022-07-22 13:40:24,Windows
259,7664568,2023-04-10 04:27:53,2023-04-11 01:23:08,MacOS
260,6086732,2022-07-29 05:50:00,2022-07-30 02:26:17,iOS
261,9266330,2022-07-02 17:56:53,2022-07-02 20:07:43,Windows
262,9481903,2020-03-11 22:11:02,2020-03-12 21:37:10,iOS
263,3223560,2022-02-01 02:07:34,2022-02-01 21:18:35,Ubuntu
264,1947571,2023-04-19 01:39:02,2023-04-19 07:52:39,Android
265,2227895,2020-04-04 07:13:54,2020-04-04 11:43:17,Ubuntu
266,5025416,2020-04-13 12:00:06,2020-04-14 23:23:57,Windows
267,8966871,2022-02-04 17:04:06,2022-02-05 06:40:13,Android
268,8987261,2023-04-22 10:14:32,2023-04-23 02:12:17,Android
269,5635923,2022-07-24 01:49:35,2022-07-24 12:47:59,Ubuntu
270,8475573,2021-09-20 23:23:15,2021-09-22 08:03:40,Android
271,4812043,2022-05-24 14:26:21,2022-05-24 17:35:21,Ubuntu
272,6517519,2022-01-26 06:56:54,2022-01-26 19:20:38,Windows
273,4147806,2021-10-28 00:55:54,2021-10-28 12:49:09,MacOS
274,3363037,2020-12-27 14:28:55,2020-12-28 01:43:30,Windows
275,2437302,2023-01-19 07:52:06,2023-01-19 10:55:50,Android
276,3286151,2021-12-31 21:29:33,2022-01-01 17:25:48,iOS
277,8542490,2021-06-22 10:22:14,2021-06-23 02:37:37,MacOS
278,6615705,2021-06-22 00:02:27,2021-06-23 09:00:36,Windows
279,5907832,2020-08-10 15:34:41,2020-08-12 01:44:59,Ubuntu
280,4997613,2020-07-10 17:08:02,2020-07-11 16:57:42,Ubuntu
281,258432,2020-05-19 05:55:25,2020-05-19 21:08:45,Android
282,3348290,2022-04-27 21:43:24,2022-04-28 01:20:49,iOS
283,258432,2020-05-19 04:46:55,2020-05-19 06:02:15,MacOS
284,7776169,2022-12-19 16:36:49,2022-12-19 21:37:59,Ubuntu
285,4470621,2022-05-03 16:02:16,2022-05-04 09:08:21,MacOS
286,2067146,2021-03-02 10:59:55,2021-03-03 17:50:15,Windows
287,7760533,2021-07-27 01:03:55,2021-07-28 03:16:04,MacOS
288,6858906,2022-09-12 00:14:07,2022-09-12 07:56:17,MacOS
289,7349502,2023-03-21 16:13:53,2023-03-21 18:49:43,Ubuntu
290,3363037,2020-12-27 23:11:49,2020-12-28 14:42:57,iOS
291,2073967,2023-02-05 22:25:08,2023-02-06 02:03:03,MacOS
292,5980316,2022-03-06 13:00:38,2022-03-06 20:10:21,Android
293,1220217,2020-10-17 15:38:40,2020-10-18 17:38:46,Windows
294,4564013,2021-04-13 23:55:00,2021-04-14 10:09:25,MacOS
295,8494844,2022-09-16 08:56:58,2022-09-17 15:29:02,iOS
296,2102900,2020-05-25 19:31:00,2020-05-27 01:29:21,MacOS
297,6510939,2021-06-02 06:58:07,2021-06-03 15:09:22,iOS
298,3699199,2021-12-13 22:05:33,2021-12-14 21:38:30,MacOS
299,7757457,2022-02-03 01:18:59,2022-02-03 10:41:14,Ubuntu
300,3187735,2021-04-06 18:50:55,2021-04-06 21:10:31,MacOS
301,3205971,2020-11-17 15:49:22,2020-11-17 18:01:29,Ubuntu
302,6139190,2021-10-28 21:07:29,2021-10-29 07:42:22,iOS
303,3656851,2020-05-07 20:19:22,2020-05-09 00:40:00,MacOS
304,7864358,2020-01-25 04:27:34,2020-01-26 14:51:14,Android
305,7174299,2023-02-06 06:59:57,2023-02-07 02:41:34,Ubuntu
306,7431664,2022-08-20 08:58:05,2022-08-20 09:37:42,Ubuntu
307,3097030,2023-02-12 21:21:04,2023-02-14 04:53:26,Android
308,1220217,2020-10-17 13:43:58,2020-10-18 21:27:59,Ubuntu
309,4834931,2021-01-19 10:32:15,2021-01-20 19:35:10,MacOS
310,2491745,2021-03-12 15:12:45,2021-03-13 00:28:34,iOS
311,46175,2022-07-17 06:38:27,2022-07-17 21:52:45,iOS
312,4948747,2021-11-18 21:23:51,2021-11-20 06:56:28,MacOS
313,2654849,2021-10-22 04:19:51,2021-10-23 01:04:42,Ubuntu
314,5678004,2020-07-05 11:25:24,2020-07-06 07:29:02,Windows
315,404164,2020-08-26 02:50:15,2020-08-26 16:50:05,Windows
316,2471692,2023-01-19 07:52:10,2023-01-20 05:26:14,MacOS
317,6803453,2020-06-07 06:40:40,2020-06-08 05:06:48,Ubuntu
318,1220217,2020-10-17 11:21:30,2020-10-18 15:16:24,Android
319,2130937,2021-03-04 07:55:16,2021-03-04 17:59:32,iOS
320,3847672,2021-02-08 21:58:41,2021-02-10 04:26:38,Ubuntu
321,3232209,2020-04-03 13:20:15,2020-04-04 03:31:57,Windows
322,7615686,2021-10-11 02:19:41,2021-10-11 20:22:01,Windows
323,9622792,2021-09-22 07:43:11,2021-09-23 10:48:35,Ubuntu
324,8195073,2022-02-19 11:36:57,2022-02-20 14:36:15,MacOS
325,6022622,2023-03-13 00:02:32,2023-03-13 21:48:32,iOS
326,5955822,2022-07-22 16:50:43,2022-07-23 19:08:31,iOS
327,2516946,2022-03-23 15:21:33,2022-03-24 11:54:05,Windows
328,3363037,2020-12-27 07:15:49,2020-12-28 03:08:28,MacOS
329,2437302,2023-01-19 18:53:13,2023-01-20 00:57:47,Android
330,2929238,2021-09-01 09:00:57,2021-09-01 17:35:04,Windows
331,8686227,2022-09-16 15:56:59,2022-09-17 05:52:54,Ubuntu
332,9022356,2023-02-03 16:02:01,2023-02-03 22:33:17,Android
333,6408200,2022-01-08 22:35:50,2022-01-08 22:38:48,MacOS
334,9517861,2022-09-09 04:37:35,2022-09-10 13:07:13,MacOS
335,8912688,2022-04-13 17:33:55,2022-04-14 18:20:07,Android
336,2769270,2020-12-05 21:53:15,2020-12-07 01:34:55,iOS
337,3656857,2020-04-20 07:31:40,2020-04-21 07:11:10,Ubuntu
338,252143,2020-12-08 21:18:16,2020-12-09 23:18:30,iOS
339,9767097,2022-10-23 12:45:28,2022-10-24 07:28:18,iOS
340,2498535,2020-12-30 13:39:45,2020-12-31 18:49:11,Android
341,4631776,2023-02-02 17:57:27,2023-02-03 07:21:21,Android
342,8860090,2022-11-02 03:02:56,2022-11-02 07:35:26,Windows
343,9156814,2021-11-11 23:21:15,2021-11-12 00:30:21,iOS
344,9858259,2021-05-08 15:05:51,2021-05-09 18:36:08,MacOS
345,2929238,2021-09-01 17:52:24,2021-09-02 00:19:12,iOS
346,1278173,2023-04-05 22:18:36,2023-04-06 23:18:37,Ubuntu
347,6086732,2022-07-29 08:49:19,2022-07-29 17:36:47,iOS
348,1034078,2022-04-25 21:24:47,2022-04-26 12:44:03,iOS
349,4090948,2022-07-21 08:47:14,2022-07-22 17:49:11,MacOS
350,5385017,2020-08-25 00:53:54,2020-08-25 12:24:39,Ubuntu
351,8506018,2021-09-09 15:31:19,2021-09-09 23:09:58,Ubuntu
352,4536632,2020-04-29 21:38:11,2020-04-30 18:44:48,iOS
353,2996899,2021-11-19 17:19:15,2021-11-20 07:03:45,iOS
354,4200162,2022-05-01 00:53:51,2022-05-02 04:59:26,Windows
355,1072587,2022-04-12 10:10:29,2022-04-12 20:23:22,MacOS
356,7783672,2022-11-24 06:12:26,2022-11-25 09:18:53,MacOS
357,4683435,2022-05-16 12:49:56,2022-05-17 09:57:08,iOS
358,1156414,2022-02-15 13:22:20,2022-02-16 06:52:42,MacOS
359,5122784,2022-05-30 18:51:45,2022-05-30 22:27:51,Android
360,2140545,2020-09-08 01:17:58,2020-09-08 08:35:38,MacOS
361,5122784,2022-05-30 15:57:20,2022-05-31 22:47:39,iOS
362,4834931,2021-01-19 15:43:47,2021-01-21 03:39:44,MacOS
363,4564013,2021-04-13 14:23:54,2021-04-14 04:19:41,Ubuntu
364,323076,2022-08-08 00:40:25,2022-08-08 20:39:12,MacOS
365,6515059,2020-03-09 03:36:51,2020-03-10 09:01:50,Android
366,5355222,2022-01-27 10:10:17,2022-01-28 12:47:01,MacOS
367,2929238,2021-09-01 01:01:14,2021-09-01 08:44:58,iOS
368,4090948,2022-07-21 23:50:12,2022-07-23 04:05:05,MacOS
369,8190145,2021-03-27 14:57:25,2021-03-28 02:19:55,MacOS
370,1334341,2022-03-12 23:38:27,2022-03-13 05:20:42,iOS
371,2516946,2022-03-23 15:44:32,2022-03-23 23:19:50,iOS
372,1082513,2022-10-14 23:04:02,2022-10-16 07:44:25,MacOS
373,9090105,2021-04-28 13:21:56,2021-04-29 11:23:34,Android
374,4954842,2021-02-27 09:15:19,2021-02-28 17:35:14,Ubuntu
375,8016267,2023-02-19 15:14:08,2023-02-21 02:52:38,Android
376,1928249,2020-10-11 19:42:12,2020-10-12 13:02:52,Android
377,5955589,2022-06-12 23:09:25,2022-06-13 20:23:06,Android
378,7664568,2023-04-10 14:06:38,2023-04-11 00:27:32,Ubuntu
379,3603634,2022-02-19 22:37:11,2022-02-20 02:35:29,iOS
380,4951223,2021-12-06 07:06:32,2021-12-07 08:38:15,MacOS
381,8860090,2022-11-02 06:35:06,2022-11-02 14:30:30,Android
382,5981398,2020-03-13 01:55:18,2020-03-14 07:38:29,iOS
